doc_id,hotel_name,reviewer_score,text_excerpt
2811,Lindner Hotel Am Belvedere,9.6,Perfect location for the airport train and a short walk to Vienna centre Amazing staff and service Reasonable price and extremely comfortable junior suite The fridge in room 705 wasn t very cold But this is extremely ...
2812,Evenia Rossello,7.5,Good location clean bright nice staff very helpful
2813,The Park Grand London Paddington,6.5,Clean quiet area helpful staff VERY small bedroom more like a boat cabin Not exactly stylish furnishing Shower in the bathroom was broken
2814,Colombia,9.6,Most friendly staff I have ever dealt with very helpful and accommodating The rooms were a generous size and the facilities were great maybe the bed was a little hard or we are soft Very handy to Milano Centrale and t...
2815,DoubleTree by Hilton Hotel London Tower of London,9.6,Centre to london bridge and tower Very pricey for breakfast
2816,Urban Lodge Hotel,8.8,Staff were lovely very friendly the restraunt was really good Further we appreciated that even when we asked for our room not to be cleaned we were still supplied with fresh towels The hotel was lovely and the staff w...
2817,Mercure Paris Opera Louvre,7.1,Clean comfortable room Perhaps small tight getting around the bed from the window but didn t mind as room looked newly renovated and modern Relatively big bathroom with modern updated fixtures Twin beds are pretty clo...
2818,Megaro Hotel,10.0,Great room and great location Nothing that we didn t like
2819,Park Lane Mews Hotel,10.0,The most wonderful welcome by staff and a great place to stay lovely room tasty breakfast and very helpful staff No decaf tea
2820,Hampshire Hotel Amsterdam American,7.9,great location not too far from centre lovely old style hotel Magnificent building staff were brilliant comfortable beds lack of facilities in the property swimming pool sauna wellness considering the price you pay th...
2821,Best Western Mornington Hotel Hyde Park,9.6,The bed was better than ours at home the air conditioning was a life saver and everything was clean and well layed off a refridgerator in the room would have been nice to keep drinks cold
2822,Britannia International Hotel Canary Wharf,7.1,Good sized room received complimentary upgrade Tired old and dark decor Lobby was filled with gaudy bronze statues and tired carpet Given the area the hotel is located Canary Wharf it doesn t echo its surroundings Whe...
2823,Good Hotel London,5.4,Bed pillow wifi Very basic very noisy draft at window end so hot feet cold head lack of plugs Had to lift a kettle of boiling water off the floor from under the desk You get what you pay for this was expensive for wha...
2824,Millennium Gloucester Hotel London,9.6,Excellent room great location
2825,Mercure London Kensington Hotel,10.0,the receptionist maria beautiful human been excellent service
2826,NH City Centre Amsterdam,9.2,Superb location in the middle of the town The parking possibility there priceless Good breakfast with large selection of food If in your neighborough room reserved by a low culture people you will hear them
2827,Ayre Hotel Gran V a,8.3,Great location good breakfast although they can include more vegetarian options clean room friendly staff slow wi fi the room was a little bit small and dark
2828,Apex London Wall Hotel,9.6,The staff were excellent and the room was spotless Had no trouble with the wifi in my room The location is wonderfully quiet at the weekends
2829,Park Plaza Victoria London,7.5,Nice and spacy rooms and located very close to Victoria station The breakfast buffet was not worth the price the warm buffet was half empty so we went out for breakfast on the second day
2830,Millennium Hotel London Knightsbridge,8.3,The staff were excellent from the reception team welcoming you and helping you to the concierge team and cleaners all saying good morning and giving you information when they are obviously busy For Knightsbridge hotel...
2831,Hilton Vienna Plaza,9.6,The room was excellent very clean spacious Special mention must also go to the reception staff who were really helpful and very pleasant especially the girl who help me with my city tour trip when the bus went without...
2832,H tel R de Paris Boutique Hotel,10.0,Brand new hotel it looks so very nice and modern room wifi could be more performing
2833,Crowne Plaza London Kings Cross,9.6,Clean room friendly staff Weak hairdryer
2834,St George Hotel,8.3,Clean and simple No issues
2835,Hilton London Tower Bridge,9.2,Bed was really comfy and was really close to the tube The wifi didn t work
2836,Holiday Inn London Oxford Circus,4.2,The location was good The duvet on the single bed in twin room didn t cover my feet It was too small and I m only 5 6 Two men came to the door and said they needed to check the mattresses For two girls who were stayin...
2837,DoubleTree by Hilton London Hyde Park,8.3,Location Location Location Poor breakfast compare to the price Small tab and no walk in shower No sport channels on TV
2838,The Grosvenor,5.4,Change the name its confusing with Grosvenor house Staff were too busy chatting away rather than paying attention to their front counter some seemed rather rude
2839,Club Quarters Hotel Lincoln s Inn Fields,10.0,Hotel very clean and the staff were very efficient
2840,Starhotels Anderson,7.5,This is not the first time to stay in this hotel Nice hotel and great size room The internet is too slow and need improvement
2841,Paddington Court Executive Rooms,10.0,The staff are SO friendly and professional here I had an issue logging into the wifi my second day there and they sent someone to my room immediately That person couldn t help because my phone was the problem but it w...
2842,DoubleTree by Hilton Amsterdam Centraal Station,10.0,Comfy bed great location friendly staff Better lounge for the more elderly
2843,The Cumberland A Guoman Hotel,5.8,The shower was faulty and there was long dark hair on the bathroom floor no very clean
2844,Britannia International Hotel Canary Wharf,7.9,Good location The beds are dated and not very comfortable
2845,Innkeeper s Lodge London Greenwich,6.3,Great location in the heart of Greenwich The pub downstairs had a fair selection of beers and wines Noisy in the evenings noisy in the mornings Not ideal for either an early night or a lie in Breakfast was limited unl...
2846,Melia Vienna,10.0,Lounge on 57 nth floor on the top of the building
2847,Bentley London,9.2,Big room and bathroom
2848,Hotel Panache,7.5,We didn t spend much time in our room but the hotel itself looks very stylish The rooms have lovely decor features although our room is quite basic looking Location was nice plenty of restaurants to visit The bathroom...
2849,Hotel Arena,8.8,The inside of the hotel is very classy He staff are friendly and helpful Our room was great Huge bathroom with double sinks and showers small sitting room with a kettle and fridge beautiful bedroom with a big comforta...
2850,Britannia International Hotel Canary Wharf,7.5,Comfortable bar area prices good for London Room could be refurbed looking tired
2851,Hotel SB Icaria Barcelona,7.5,on the overall it was good a little bit far away but safe to walk at night air conditioning did not cool the room at all
2852,Amsterdam Marriott Hotel,8.8,Spacious room clean comfortable in idea position for walking into the city would go again
2853,Golden Tulip Opera de Noailles,10.0,all the staff are friendly and accommodating Special mention to Lena maybe she s the only name i remembered but all of them are very nice
2854,Grand Royale London Hyde Park,8.3,The staff were really great Bathroom was little small
2855,Hotel Stefanie,10.0,Everything exceeded our expectations The breakfast buffet was exceptional and so was everything else
2856,St James Court A Taj Hotel London,5.8,Nice old building The window of our room was directly above a noisy hotel generator which kept us awake all night When we complained about this we were offered a pathetic 50 as a goodwill gesture instead of proper dis...
2857,The Chesterfield Mayfair,9.2,The staff were very helpful We asked the concierge lots of questions and he was always helpful The bar staff were lovely The doorman was always helpful in helping us get a cab and very polite
